C00002	R00086
C00002	R00089
C00002	R00124
C00002	R00200
C00002	R00435
C00002	R02014
C00003	R00104
C00003	R00112
C00003	R00137
C00005	R00115
C00005	R07759
C00005	R07763
C00006	R00112
C00006	R00267
C00006	R01528
C00006	R02736
C00008	R00124
C00008	R00127
C00008	R00200
C00008	R00437
C00008	R02017
C00010	R01177
C00010	R01625
C00010	R03778
C00010	R03858
C00010	R03991
C00010	R04742
C00010	R04747
C00011	R00132
C00011	R00150
C00011	R00267
C00011	R00268
C00011	R00341
C00011	R00345
C00011	R00519
C00011	R03546
C00014	R00150
C00014	R00243
C00014	R00248
C00014	R00253
C00014	R00256
C00014	R00483
C00014	R00673
C00014	R01221
C00014	R01342
C00015	R00156
C00015	R00158
C00015	R00438
C00015	R02018
C00019	R00178
C00019	R04858
C00020	R00127
C00020	R00182
C00020	R00183
C00020	R00190
C00021	R00194
C00021	R04858
C00022	R00006
C00022	R00014
C00022	R00199
C00022	R00212
C00022	R00214
C00022	R00215
C00022	R00216
C00022	R00220
C00022	R00221
C00022	R00226
C00022	R00470
C00022	R00471
C00022	R00704
C00022	R00782
C00022	R02754
C00022	R03105
C00022	R03145
C00022	R03277
C00022	R05605
C00022	R05636
C00024	R00212
C00024	R00228
C00024	R00230
C00024	R00235
C00024	R00236
C00024	R00238
C00024	R00351
C00024	R00354
C00024	R00472
C00024	R00742
C00024	R01177
C00024	R01213
C00024	R01323
C00024	R01624
C00024	R02569
C00024	R03778
C00024	R03858
C00024	R03991
C00024	R04386
C00024	R04742
C00024	R04747
C00025	R00239
C00025	R00243
C00025	R00245
C00025	R00248
C00025	R00253
C00025	R00256
C00025	R00259
C00025	R00260
C00025	R00261
C00025	R00355
C00025	R00707
C00025	R00708
C00025	R00894
C00025	R05578
C00025	R07414
C00026	R00114
C00026	R00248
C00026	R00267
C00026	R00268
C00026	R00355
C00026	R00621
C00029	R00286
C00029	R00289
C00029	R00291
C00029	R00955
C00029	R02737
C00029	R02889
C00031	R00299
C00031	R02738
C00031	R05196
C00031	R06620
C00032	R07411
C00033	R00235
C00033	R00315
C00033	R00316
C00033	R00362
C00035	R00330
C00035	R00332
C00035	R00336
C00035	R00430
C00035	R00439
C00035	R02019
C00036	R00339
C00036	R00341
C00036	R00342
C00036	R00351
C00036	R00354
C00036	R00355
C00036	R00362
C00036	R01257
C00037	R00371
C00037	R00497
C00037	R00751
C00037	R00945
C00037	R03654
C00037	R06171
C00039	R00375
C00039	R00376
C00039	R00377
C00039	R00378
C00040	R00851
C00040	R02241
C00040	R06872
C00041	R00401
C00041	R03038
C00041	R03599
C00042	R00405
C00042	R00408
C00042	R00409
C00042	R00412
C00042	R00713
C00042	R00714
C00042	R02603
C00043	R00414
C00043	R00416
C00043	R00420
C00043	R00660
C00043	R04567
C00043	R05027
C00043	R05032
C00044	R00330
C00044	R00425
C00044	R00426
C00044	R00428
C00044	R00429
C00044	R00430
C00044	R00434
C00044	R00441
C00044	R02020
C00046	R00435
C00046	R00437
C00046	R00438
C00046	R00439
C00046	R00440
C00046	R00441
C00046	R00442
C00046	R00443
C00047	R00462
C00047	R03658
C00048	R00013
C00048	R00465
C00048	R00470
C00048	R00471
C00048	R00472
C00049	R00355
C00049	R00357
C00049	R00480
C00049	R00481
C00049	R00483
C00049	R00489
C00049	R00490
C00049	R00578
C00049	R01135
C00049	R01397
C00049	R01954
C00049	R05577
C00051	R00094
C00051	R00115
C00051	R00274
C00051	R00494
C00051	R01262
C00051	R01917
C00051	R03522
C00052	R00291
C00052	R00955
C00053	R00509
C00053	R02021
C00055	R00511
C00055	R00512
C00058	R00212
C00058	R00519
C00058	R00943
C00059	R00529
C00061	R00161
C00061	R00548
C00062	R00566
C00062	R00832
C00062	R01086
C00062	R03646
C00063	R00442
C00063	R00568
C00063	R00570
C00063	R02022
C00064	R00114
C00064	R00253
C00064	R00256
C00064	R00257
C00064	R00575
C00064	R00578
C00064	R00768
C00064	R01072
C00064	R01231
C00064	R03652
C00065	R00220
C00065	R00586
C00065	R00590
C00065	R00945
C00065	R01800
C00065	R03662
C00068	R00014
C00068	R00615
C00068	R00621
C00071	R00623
C00072	R07671
C00073	R00177
C00073	R03659
C00074	R00200
C00074	R00341
C00074	R00345
C00074	R00658
C00074	R01826
C00074	R02320
C00075	R00156
C00075	R00443
C00075	R00571
C00075	R00573
C00075	R00662
C00075	R02023
C00077	R00670
C00077	R01398
C00078	R00673
C00078	R02722
C00078	R03664
C00079	R00694
C00079	R03660
C00080	R00519
C00080	R07759
C00080	R07763
C00081	R00720
C00081	R00722
C00082	R00734
C00082	R02918
C00082	R07464
C00082	R07465
C00083	R01626
C00083	R04386
C00084	R00228
C00084	R00749
C00084	R00754
C00085	R00765
C00085	R00768
C00085	R01067
C00085	R01827
C00088	R00787
C00088	R00789
C00088	R05712
C00089	R00801
C00089	R00802
C00089	R00803
C00091	R00405
C00091	R00833
C00091	R02570
C00091	R06904
C00092	R00837
C00093	R00842
C00093	R00844
C00093	R00848
C00093	R00851
C00093	R06872
C00094	R00858
C00095	R00803
C00095	R00867
C00095	R00878
C00095	R03232
C00096	R00887
C00096	R00888
C00096	R00890
C00097	R00894
C00097	R03650
C00097	R04230
C00097	R04231
C00097	R07460
C00099	R00908
C00099	R02473
C00100	R00926
C00100	R00931
C00100	R06987
C00101	R00939
C00101	R00942
C00101	R00945
C00101	R00946
C00101	R04125
C00101	R04325
C00101	R04560
C00103	R00289
C00103	R00803
C00103	R00947
C00103	R00948
C00103	R00955
C00103	R00959
C00103	R02328
C00104	R00722
C00105	R00158
C00105	R00963
C00105	R00966
C00106	R00966
C00106	R01876
C00108	R01073
C00109	R00999
C00109	R04673
C00109	R06987
C00111	R00842
C00111	R00844
C00111	R00848
C00111	R01015
C00111	R01016
C00111	R01068
C00111	R01069
C00111	R01070
C00111	R01785
C00111	R01829
C00111	R02263
C00111	R04292
C00112	R00440
C00112	R00512
C00112	R00570
C00112	R02024
C00114	R01025
C00116	R00847
C00116	R01034
C00116	R01104
C00117	R01049
C00117	R01051
C00117	R01056
C00117	R01057
C00117	R01641
C00118	R01015
C00118	R01061
C00118	R01063
C00118	R01066
C00118	R01067
C00118	R01068
C00118	R01069
C00118	R01070
C00118	R01641
C00118	R01827
C00118	R01830
C00118	R05605
C00118	R05636
C00119	R01049
C00119	R01071
C00119	R01072
C00119	R01870
C00120	R01074
C00121	R01051
C00122	R00408
C00122	R00412
C00122	R00490
C00122	R01082
C00122	R01083
C00122	R01086
C00123	R01090
C00123	R03657
C00124	R01092
C00124	R01104
C00124	R01194
C00124	R01329
C00124	R02926
C00127	R00094
C00127	R00115
C00129	R01123
C00129	R01658
C00129	R02003
C00130	R01126
C00130	R01127
C00130	R01130
C00130	R01131
C00130	R01132
C00130	R01135
C00131	R00375
C00131	R01137
C00131	R01138
C00132	R00602
C00133	R00401
C00133	R01150
C00134	R01154
C00134	R01155
C00134	R01920
C00134	R07414
C00135	R01159
C00135	R03655
C00136	R01175
C00136	R01179
C00137	R01185
C00137	R01194
C00140	R01201
C00140	R05199
C00141	R01213
C00141	R01214
C00141	R01215
C00141	R01226
C00143	R00945
C00143	R01220
C00143	R01224
C00143	R02101
C00143	R04125
C00143	R07168
C00144	R00332
C00144	R01134
C00144	R01227
C00144	R01228
C00144	R01229
C00147	R00190
C00147	R01244
C00147	R01561
C00147	R02557
C00148	R01248
C00148	R01251
C00148	R01253
C00148	R03661
C00149	R00214
C00149	R00216
C00149	R00342
C00149	R00472
C00149	R01082
C00149	R01257
C00151	R01262
C00152	R00483
C00152	R00485
C00152	R00578
C00152	R03648
C00153	R01268
C00154	R01274
C00154	R01279
C00154	R01280
C00155	R00650
C00155	R00946
C00155	R01291
C00155	R04405
C00156	R01302
C00156	R05615
C00157	R01316
C00157	R07860
C00158	R00351
C00158	R00362
C00158	R01323
C00158	R01324
C00158	R01325
C00159	R01329
C00159	R02630
C00160	R00465
C00160	R01333
C00163	R01353
C00163	R01354
C00164	R01359
C00166	R00694
C00166	R01373
C00167	R00286
C00167	R07658
C00168	R01392
C00168	R01394
C00169	R00150
C00169	R01397
C00169	R01398
C00170	R01401
C00173	R01406
C00178	R01411
C00179	R01157
C00181	R01432
C00183	R01214
C00183	R03665
C00184	R01011
C00184	R01034
C00185	R00026
C00186	R00196
C00188	R00751
C00188	R00996
C00188	R01465
C00188	R03663
C00189	R00749
C00191	R01482
C00197	R01512
C00197	R01513
C00197	R01514
C00197	R01518
C00199	R01056
C00199	R01523
C00199	R01526
C00199	R01529
C00199	R07281
C00204	R01541
C00204	R01542
C00204	R05606
C00206	R01137
C00206	R01138
C00206	R01547
C00208	R00028
C00208	R04111
C00212	R01245
C00212	R01560
C00212	R01561
C00214	R01567
C00214	R01570
C00217	R00260
C00217	R02783
C00221	R01600
C00221	R01602
C00222	R00908
C00224	R00509
C00226	R00623
C00227	R00230
C00227	R00315
C00227	R00317
C00229	R01406
C00229	R01623
C00229	R01624
C00231	R01529
C00231	R01639
C00231	R01641
C00231	R01830
C00232	R00713
C00232	R00714
C00232	R01648
C00233	R01090
C00234	R00943
C00234	R00944
C00234	R01655
C00234	R03940
C00234	R04325
C00234	R04560
C00235	R01123
C00235	R01658
C00236	R01061
C00236	R01063
C00236	R01512
C00236	R01515
C00239	R01664
C00239	R01665
C00242	R01229
C00242	R01676
C00242	R01969
C00242	R02147
C00243	R01678
C00244	R01106
C00245	R01687
C00245	R05320
C00246	R01179
C00249	R01280
C00250	R00174
C00250	R01710
C00250	R01711
C00251	R00985
C00251	R00986
C00251	R01302
C00251	R01715
C00251	R01716
C00251	R01717
C00252	R01719
C00253	R01724
C00254	R01373
C00254	R01715
C00254	R01728
C00254	R01731
C00255	R00549
C00256	R00704
C00257	R01737
C00258	R01392
C00258	R01514
C00258	R01745
C00258	R01747
C00259	R01761
C00262	R01132
C00262	R01768
C00262	R01863
C00263	R01771
C00263	R01773
C00263	R01775
C00263	R01777
C00266	R01333
C00266	R01781
C00266	R01785
C00267	R00878
C00267	R01602
C00267	R01786
C00269	R01797
C00269	R01800
C00269	R01801
C00269	R02030
C00270	R01811
C00275	R01818
C00275	R01819
C00279	R01825
C00279	R01826
C00279	R01827
C00279	R01829
C00279	R01830
C00281	R05645
C00283	R00897
C00286	R00376
C00286	R01855
C00286	R01856
C00286	R01857
C00288	R00575
C00292	R07700
C00294	R01131
C00294	R01770
C00294	R01863
C00295	R01867
C00295	R01870
C00296	R01872
C00296	R06846
C00299	R00964
C00299	R00967
C00299	R00968
C00299	R00970
C00299	R01549
C00299	R01876
C00299	R01880
C00299	R02097
C00299	R02327
C00299	R02332
C00301	R01054
C00309	R01526
C00310	R01432
C00310	R01639
C00311	R00479
C00311	R01324
C00311	R01899
C00311	R01900
C00312	R01901
C00312	R01902
C00313	R01908
C00314	R01711
C00314	R01909
C00315	R01917
C00320	R03132
C00322	R01933
C00322	R01940
C00327	R01398
C00327	R01954
C00330	R01968
C00330	R01969
C00332	R00238
C00332	R01359
C00332	R01975
C00332	R01976
C00333	R01983
C00334	R01648
C00337	R01867
C00337	R01993
C00338	R01994
C00340	R02000
C00340	R02002
C00341	R02003
C00342	R02018
C00342	R02022
C00342	R02023
C00342	R02024
C00343	R02016
C00344	R02030
C00344	R07390
C00345	R01528
C00345	R02035
C00345	R02036
C00348	R05627
C00350	R02054
C00352	R00765
C00352	R00768
C00352	R02059
C00352	R02060
C00354	R00762
C00357	R01201
C00357	R02059
C00357	R02087
C00360	R01547
C00360	R02088
C00361	R01857
C00361	R01858
C00361	R02090
C00362	R01968
C00362	R02090
C00363	R02093
C00363	R02094
C00364	R01569
C00364	R02094
C00365	R02098
C00365	R02101
C00369	R02108
C00369	R02111
C00378	R02134
C00380	R00974
C00385	R02103
C00385	R02142
C00385	R02297
C00386	R01166
C00387	R01228
C00387	R01677
C00387	R02147
C00390	R02166
C00392	R02704
C00399	R02166
C00399	R05614
C00407	R02199
C00407	R03656
C00412	R08174
C00415	R00936
C00415	R00939
C00415	R02101
C00415	R02235
C00415	R02236
C00416	R01799
C00417	R01325
C00417	R01900
C00423	R06783
C00424	R01446
C00430	R00036
C00435	R02000
C00435	R02002
C00437	R00669
C00437	R02283
C00438	R01993
C00440	R00946
C00441	R01773
C00441	R01775
C00441	R02292
C00445	R01220
C00445	R01655
C00445	R02300
C00445	R04326
C00446	R00955
C00446	R01092
C00448	R05555
C00455	R00137
C00455	R02323
C00458	R00377
C00458	R02325
C00458	R02326
C00459	R00378
C00459	R02093
C00460	R02100
C00460	R02331
C00461	R01206
C00461	R02334
C00463	R00674
C00463	R02340
C00469	R00754
C00475	R00513
C00475	R00516
C00475	R00517
C00475	R00962
C00475	R01548
C00475	R01878
C00475	R02091
C00475	R02096
C00475	R02137
C00475	R02371
C00475	R02372
C00483	R02382
C00490	R02404
C00491	R02408
C00492	R01103
C00493	R02412
C00493	R02413
C00493	R06847
C00497	R00215
C00498	R00948
C00498	R02421
C00499	R02423
C00504	R00937
C00504	R00940
C00504	R02235
C00504	R02236
C00506	R01682
C00506	R02433
C00507	R02437
C00508	R01761
C00508	R02439
C00510	R08176
C00514	R02454
C00514	R05606
C00522	R02472
C00522	R02473
C00526	R02099
C00526	R02484
C00527	R02571
C00531	R02404
C00534	R01710
C00534	R02493
C00542	R01285
C00546	R00203
C00546	R02527
C00546	R02530
C00552	R02545
C00555	R01155
C00555	R02549
C00558	R02555
C00559	R02088
C00559	R02556
C00559	R02557
C00566	R00354
C00566	R01323
C00568	R03066
C00568	R03067
C00576	R02565
C00576	R02566
C00576	R02567
C00577	R02568
C00582	R05841
C00583	R02257
C00596	R02601
C00601	R02536
C00603	R00469
C00603	R02935
C00603	R02936
C00603	R05554
C00606	R02466
C00606	R02619
C00618	R02637
C00618	R02639
C00618	R07127
C00620	R01057
C00624	R02649
C00627	R00278
C00631	R00658
C00631	R01518
C00632	R02670
C00632	R02671
C00636	R00883
C00636	R01818
C00638	R01406
C00641	R02240
C00644	R02703
C00645	R00414
C00645	R01811
C00645	R02705
C00645	R02706
C00647	R00277
C00655	R01130
C00655	R01230
C00655	R01231
C00655	R02142
C00655	R02719
C00663	R02728
C00666	R02735
C00668	R00959
C00668	R01786
C00668	R02739
C00668	R02740
C00669	R00497
C00670	R01030
C00671	R02199
C00672	R02749
C00673	R01066
C00673	R02749
C00673	R02750
C00679	R02752
C00679	R02754
C00679	R05608
C00680	R00451
C00680	R02735
C00680	R02788
C00681	R02241
C00683	R00923
C00687	R02774
C00687	R02775
C00688	R02777
C00688	R06514
C00689	R00837
C00689	R02778
C00692	R02788
C00700	R02720
C00705	R02326
C00714	R02362
C00718	R02110
C00725	R07770
C00729	R06735
C00740	R00221
C00750	R02869
C00760	R02886
C00760	R02887
C00780	R02912
C00787	R02918
C00793	R01874
C00794	R02926
C00794	R05820
C00802	R02936
C00817	R01540
C00818	R02752
C00818	R08056
C00819	R01579
C00826	R00691
C00831	R02971
C00842	R02328
C00842	R02771
C00842	R02984
C00842	R06513
C00853	R01492
C00857	R00257
C00857	R03005
C00860	R03012
C00861	R02437
C00861	R03014
C00864	R03018
C00877	R03026
C00879	R05608
C00880	R03033
C00881	R02485
C00882	R00130
C00882	R03035
C00884	R01992
C00885	R01717
C00885	R03037
C00885	R08165
C00886	R03038
C00894	R03045
C00898	R00339
C00898	R06180
C00900	R03051
C00905	R01482
C00905	R02454
C00921	R02237
C00931	R00084
C00937	R02527
C00944	R01872
C00944	R03084
C00944	R06846
C00957	R00896
C00966	R02472
C00979	R00586
C00979	R00897
C00979	R03132
C00979	R03601
C00979	R04859
C00986	R03139
C00988	R01334
C00992	R00097
C00993	R04572
C00993	R04573
C00993	R04617
C01005	R00582
C01005	R04173
C01013	R03157
C01019	R03163
C01024	R03165
C01037	R03182
C01050	R03193
C01051	R03194
C01051	R03197
C01063	R03210
C01077	R01287
C01077	R02026
C01077	R03217
C01079	R03222
C01081	R00617
C01081	R02135
C01083	R00010
C01083	R02780
C01092	R03231
C01094	R02071
C01094	R02568
C01096	R05607
C01096	R05820
C01097	R03236
C01097	R03237
C01097	R03238
C01097	R03239
C01097	R05571
C01099	R02262
C01100	R03013
C01100	R03243
C01101	R02439
C01101	R03244
C01101	R05850
C01102	R01466
C01103	R00965
C01103	R01870
C01112	R03254
C01118	R00999
C01118	R01288
C01118	R01777
C01118	R02508
C01118	R03260
C01127	R00470
C01131	R02263
C01132	R08366
C01134	R03035
C01137	R01920
C01144	R01975
C01144	R01976
C01144	R03026
C01144	R03276
C01146	R01745
C01146	R01747
C01146	R02754
C01146	R03277
C01151	R06836
C01157	R03294
C01157	R03295
C01165	R00245
C01165	R03313
C01170	R00420
C01170	R03317
C01172	R01600
C01172	R02728
C01172	R02736
C01172	R02739
C01172	R03321
C01177	R01185
C01179	R00734
C01179	R01728
C01180	R07396
C01185	R01724
C01185	R03005
C01185	R03346
C01187	R03351
C01204	R03372
C01209	R01626
C01209	R04355
C01209	R04726
C01209	R04952
C01209	R04957
C01209	R04960
C01209	R04963
C01209	R04968
C01212	R02783
C01213	R00833
C01216	R03033
C01216	R03387
C01222	R05692
C01228	R00336
C01228	R03409
C01233	R01470
C01235	R01194
C01236	R02035
C01242	R04125
C01250	R02283
C01250	R03443
C01260	R00125
C01267	R03243
C01268	R03458
C01269	R01714
C01269	R03460
C01279	R03471
C01286	R01064
C01290	R03355
C01300	R03066
C01300	R03503
C01302	R03508
C01302	R03509
C01304	R03459
C01322	R03522
C01344	R03530
C01345	R03530
C01345	R03531
C01346	R02098
C01346	R02331
C01380	R01781
C01412	R01172
C01417	R03546
C01419	R00899
C01451	R04394
C01528	R03595
C01528	R03599
C01528	R03601
C01563	R01395
C01563	R03546
C01613	R03634
C01635	R03038
C01636	R03646
C01637	R03648
C01638	R05577
C01639	R03650
C01640	R03652
C01641	R05578
C01642	R03654
C01643	R03655
C01644	R03656
C01645	R03657
C01646	R03658
C01647	R03659
C01648	R03660
C01649	R03661
C01650	R03662
C01651	R03663
C01652	R03664
C01653	R03665
C01672	R06740
C01672	R08359
C01674	R00022
C01697	R05570
C01721	R03163
C01721	R03241
C01762	R02143
C01762	R02297
C01798	R03527
C01801	R02750
C01832	R03857
C01832	R03858
C01888	R02529
C01909	R01078
C01929	R01163
C01944	R03777
C01944	R03778
C02066	R06736
C02091	R05554
C02097	R02984
C02163	R03646
C02166	R03867
C02191	R00310
C02225	R04424
C02226	R03898
C02232	R00829
C02235	R05265
C02262	R08367
C02265	R01374
C02291	R01286
C02291	R03217
C02320	R03916
C02336	R03920
