Probe[213113]	R["R_EGMESTr"]
Probe[164561]	R["R_SRTNACT"]
Probe[149389]	R["R_ABTArm"]	R["R_APAT2rm"]	R["R_3AIBTm"]
Probe[106732]	R["R_CHSTEROLt"]	R["R_CHSTEROLtg"]
Probe[203610]	R["R_PTRCOX1"]	R["R_MHISOR"]	R["R_TRYPTAOX"]	R["R_HISTASE"]	R["R_PEAMNO"]	R["R_42A12BOOX"]	R["R_MAOX"]	R["R_13DAMPPOX"]	R["R_NMPTRCOX"]
Probe[161757]	R["R_ABO1g"]	R["R_ABO9g"]	R["R_ABO5g"]	R["R_ABO4g"]	R["R_ABO7g"]	R["R_ABO3g"]	R["R_ABO2g"]	R["R_ABO8g"]	R["R_ABO6g"]
Probe[126099]	R["R_ACACT4p"]	R["R_FAOXC2452256x"]	R["R_FAOXC183806x"]	R["R_FAOXC2051843x"]	R["R_FAOXC2242046x"]	R["R_PEROXx"]	R["R_ACACT5p"]	R["R_ACACT7p"]	R["R_FAOXC2252053x"]	R["R_ACACT8p"]	R["R_FAOXC2442246x"]	R["R_FAOXC241181x"]	R["R_ACACT9p"]	R["R_FAOXC16080x"]	R["R_FAOXC200180x"]	R["R_FAOXC260240x"]	R["R_FAOXC18480x"]	R["R_FAOXC240200x"]	R["R_FAOXC226205x"]	R["R_ACACT6p"]	R["R_FAOXC246226x"]	R["R_FAOXC2251836x"]	R["R_FAOXC2452253x"]	R["R_FAOXC180x"]
Probe[198813]	R["R_ACCOAC"]
Probe[196485]	R["R_ACCOAC"]	R["R_ACCOACm"]
Probe[204665]	R["R_FAOXC140"]	R["R_FAOXC180"]	R["R_FAOXC150m"]	R["R_FAOXC170m"]	R["R_FAOXC2252053m"]	R["R_FAOXC204"]	R["R_ACOAD9m"]	R["R_ACOAD10m"]	R["R_FAOXC1811602m"]	R["R_FAOXC16080m"]	R["R_FAOXC1811603m"]	R["R_FAOXC16180m"]	R["R_FAOXC204184m"]	R["R_FAOXC11"]	R["R_FAOXC80"]	R["R_FAOXC182806m"]	R["R_FAOXC1811601m"]	R["R_FAOXC160"]	R["R_FAOXC18280m"]	R["R_FAOXC200180m"]	R["R_FAOXC161802m"]	R["R_FAOXC2051843m"]	R["R_FAOXC18480m"]	R["R_FAOXC226205m"]	R["R_PPCOAOm"]	R["R_FAOXC2031836m"]	R["R_FAOXC2242046m"]	R["R_ACOAD1fm"]	R["R_FAOXC183803m"]	R["R_FAOXC226"]	R["R_FAOXC183806m"]	R["R_FAOXC2251836m"]
Probe[129764]	R["R_FAOXC140"]	R["R_FAOXC180"]	R["R_FAOXC150m"]	R["R_FAOXC2252053m"]	R["R_FAOXC204"]	R["R_FAOXC1811602m"]	R["R_FAOXC16080m"]	R["R_FAOXC1811603m"]	R["R_FAOXC16180m"]	R["R_FAOXC204184m"]	R["R_FAOXC80"]	R["R_FAOXC182806m"]	R["R_FAOXC1811601m"]	R["R_FAOXC160"]	R["R_FAOXC18280m"]	R["R_FAOXC200180m"]	R["R_FAOXC161802m"]	R["R_FAOXC2051843m"]	R["R_FAOXC18480m"]	R["R_FAOXC226205m"]	R["R_PPCOAOm"]	R["R_FAOXC2031836m"]	R["R_FAOXC2242046m"]	R["R_ACOAD1fm"]	R["R_FAOXC183803m"]	R["R_FAOXC226"]	R["R_FAOXC183806m"]	R["R_FAOXC2251836m"]
Probe[231862]	R["R_ACOAD10m"]	R["R_PPCOAOm"]	R["R_ACOAD1fm"]
Probe[140708]	R["R_ACACT10m"]	R["R_ACACT1rm"]
Probe[137563]	R["R_ACACT1x"]	R["R_ACACT1r"]	R["R_ACACT1"]
Probe[181785]	R["R_ACHEe"]
Probe[102218]	R["R_ACITL"]
Probe[111008]	R["R_ACONT"]
Probe[144908]	R["R_ACONTm"]
Probe[229452]	R["R_FAOXC2452256x"]	R["R_FAOXC183806x"]	R["R_FAOXC2051843x"]	R["R_FAOXC2242046x"]	R["R_FAOXC2252053x"]	R["R_FAOXC2442246x"]	R["R_FAOXC241181x"]	R["R_FAOXC16080x"]	R["R_FAOXC200180x"]	R["R_FAOXC260240x"]	R["R_FAOXC18480x"]	R["R_FAOXC240200x"]	R["R_FAOXC226205x"]	R["R_FAOXC246226x"]	R["R_FAOXC2251836x"]	R["R_FAOXC2452253x"]	R["R_FAOXC180x"]	R["R_ACOAO7p"]
Probe[208652]	R["R_ACP1_LPAREN_FMN_RPAREN_"]
Probe[117554]	R["R_NTD3l"]	R["R_NTD8l"]	R["R_NTD4l"]	R["R_3NTD7l"]	R["R_LAPCOAl"]	R["R_NTD5l"]	R["R_NTD2l"]	R["R_NTD6l"]	R["R_NTD7l"]	R["R_NTD9l"]
Probe[158073]	R["R_ACODA"]
Probe[175300]	R["R_ACYP"]
Probe[156829]	R["R_ACYP"]
Probe[119977]	R["R_DADA"]	R["R_DADAe"]	R["R_ADAe"]	R["R_ADA"]
Probe[228477]	R["R_ADNCYC"]
Probe[110855]	R["R_ADNCYC"]
Probe[122069]	R["R_ADNCYC"]
Probe[174476]	R["R_ADNCYC"]
Probe[199291]	R["R_ADNCYC"]
Probe[184103]	R["R_ADNCYC"]
Probe[107396]	R["R_ADNCYC"]
Probe[409573]	R["R_ADNCYC"]
Probe[124299]	R["R_ALCD1"]	R["R_ALCD22_D"]	R["R_ALCD21_L"]	R["R_34DHOXPEGOX"]	R["R_ALCD2if"]	R["R_ALCD22_L"]	R["R_ALCD21_D"]
Probe[180535]	R["R_ALCD1"]	R["R_ALCD22_D"]	R["R_ALCD21_L"]	R["R_34DHOXPEGOX"]	R["R_ALCD2if"]	R["R_ALCD22_L"]	R["R_ALCD21_D"]
Probe[112201]	R["R_ALCD1"]	R["R_ALCD22_D"]	R["R_ALCD21_L"]	R["R_34DHOXPEGOX"]	R["R_ALCD2if"]	R["R_ALCD22_L"]	R["R_ALCD21_D"]
Probe[142526]	R["R_ALCD1"]	R["R_ALCD22_D"]	R["R_ALCD21_L"]	R["R_34DHOXPEGOX"]	R["R_ALCD2if"]	R["R_ALCD22_L"]	R["R_ALCD21_D"]
Probe[124506]	R["R_ALCD1"]	R["R_ALCD22_D"]	R["R_LALDO"]	R["R_ALCD21_L"]	R["R_34DHOXPEGOX"]	R["R_FALDH"]	R["R_ALCD2if"]	R["R_ALCD22_L"]	R["R_ALCD21_D"]
Probe[182686]	R["R_ALCD1"]	R["R_ALCD22_D"]	R["R_ALCD21_L"]	R["R_34DHOXPEGOX"]	R["R_ALCD2if"]	R["R_ALCD22_L"]	R["R_ALCD21_D"]
Probe[179964]	R["R_ALCD1"]	R["R_ALCD22_D"]	R["R_ALCD21_L"]	R["R_34DHOXPEGOX"]	R["R_ALCD2if"]	R["R_ALCD22_L"]	R["R_ALCD21_D"]
Probe[100892]	R["R_ADNK1"]
Probe[104782]	R["R_ADSL2"]	R["R_ADSL1"]
Probe[188497]	R["R_ADSS"]
Probe[125600]	R["R_GASNASE2ly"]	R["R_GASNASEly"]	R["R_GASNASE3ly"]
Probe[137559]	R["R_GLDBRAN"]
Probe[211715]	R["R_AGTix"]	R["R_SPTix"]
Probe[189687]	R["R_AHC"]	R["R_SEAHCYSHYD"]
Probe[174386]	R["R_ADK1"]
Probe[223192]	R["R_ADK1m"]
Probe[212085]	R["R_ADK1m"]
Probe[216243]	R["R_PPBNGS"]
Probe[215448]	R["R_ALASm"]
Probe[115729]	R["R_ALASm"]
Probe[162248]	R["R_NABTNO"]	R["R_GCALDD"]	R["R_PYLALDOX"]	R["R_LCADi"]	R["R_ALDD20x"]	R["R_IMACTD"]	R["R_ALDD2x"]	R["R_LCADi_D"]	R["R_GLACO"]	R["R_BAMPPALDOX"]	R["R_5HOXINDACTOX"]
Probe[177547]	R["R_LCADim"]	R["R_GLACOm"]	R["R_5HOXINDACTOXm"]	R["R_GCALDDm"]	R["R_IMACTD_m"]	R["R_ALDD2xm"]	R["R_NABTNOm"]	R["R_LCADi_Dm"]	R["R_ALDD20xm"]	R["R_BAMPPALDOXm"]	R["R_PYLALDOXm"]
Probe[186725]	R["R_3MOX4HOXPGALDOX_LPAREN_NADP_RPAREN_"]	R["R_34DHXMANDACOX"]	R["R_4HOXPACDOX_LPAREN_NADP_RPAREN_"]	R["R_ALDD19x_LPAREN_P_RPAREN_"]	R["R_GCALDD"]	R["R_LCADi"]	R["R_ALDD19x"]	R["R_3MOX4HOXPGALDOX"]	R["R_3M4HDXPAC"]	R["R_ALDD2x"]	R["R_LCADi_D"]	R["R_GLACO"]	R["R_MACOXO"]	R["R_ALDD2y"]	R["R_34DHPLACOX"]	R["R_34DHPLACOX_LPAREN_NADP_RPAREN_"]
Probe[108454]	R["R_LCADim"]	R["R_GLACOm"]	R["R_5HOXINDACTOXm"]	R["R_GCALDDm"]	R["R_IMACTD_m"]	R["R_ALDD2xm"]	R["R_NABTNOm"]	R["R_LCADi_Dm"]	R["R_ALDD20xm"]	R["R_BAMPPALDOXm"]	R["R_PYLALDOXm"]
Probe[109533]	R["R_3MOX4HOXPGALDOX_LPAREN_NADP_RPAREN_"]	R["R_34DHXMANDACOX"]	R["R_4HOXPACDOX_LPAREN_NADP_RPAREN_"]	R["R_ALDD19x_LPAREN_P_RPAREN_"]	R["R_GCALDD"]	R["R_LCADi"]	R["R_ALDD19x"]	R["R_3MOX4HOXPGALDOX"]	R["R_3M4HDXPAC"]	R["R_ALDD2x"]	R["R_LCADi_D"]	R["R_GLACO"]	R["R_MACOXO"]	R["R_34DHPLACOX"]
Probe[201513]	R["R_3MOX4HOXPGALDOX_LPAREN_NADP_RPAREN_"]	R["R_34DHXMANDACOX"]	R["R_4HOXPACDOX_LPAREN_NADP_RPAREN_"]	R["R_ALDD19x_LPAREN_P_RPAREN_"]	R["R_GCALDD"]	R["R_LCADi"]	R["R_ALDD19x"]	R["R_3MOX4HOXPGALDOX"]	R["R_3M4HDXPAC"]	R["R_34DHXMANDACOX_LPAREN_NADP_RPAREN_"]	R["R_ALDD2x"]	R["R_LCADi_D"]	R["R_GLACO"]	R["R_MACOXO"]	R["R_ALDD2y"]	R["R_34DHPLACOX"]	R["R_34DHPLACOX_LPAREN_NADP_RPAREN_"]
Probe[134522]	R["R_3MOX4HOXPGALDOX_LPAREN_NADP_RPAREN_"]	R["R_4HOXPACDOX_LPAREN_NADP_RPAREN_"]	R["R_ALDD19x_LPAREN_P_RPAREN_"]	R["R_GCALDD"]	R["R_LCADi"]	R["R_ALDD19x"]	R["R_3MOX4HOXPGALDOX"]	R["R_3M4HDXPAC"]	R["R_34DHXMANDACOX_LPAREN_NADP_RPAREN_"]	R["R_ALDD2x"]	R["R_LCADi_D"]	R["R_GLACO"]	R["R_MACOXO"]	R["R_ALDD2y"]	R["R_34DHPLACOX"]	R["R_34DHPLACOX_LPAREN_NADP_RPAREN_"]
Probe[189412]	R["R_TMABADH"]	R["R_NABTNO"]	R["R_ABUTD"]	R["R_GCALDD"]	R["R_PYLALDOX"]	R["R_BETALDHx"]	R["R_LCADi"]	R["R_ALDD20x"]	R["R_IMACTD"]	R["R_ALDD2x"]	R["R_LCADi_D"]	R["R_GLACO"]	R["R_BAMPPALDOX"]	R["R_ALDD2y"]	R["R_5HOXINDACTOX"]
Probe[171037]	R["R_NABTNO"]	R["R_GCALDD"]	R["R_PYLALDOX"]	R["R_LCADi"]	R["R_ALDD20x"]	R["R_IMACTD"]	R["R_ALDD2x"]	R["R_LCADi_D"]	R["R_GLACO"]	R["R_BAMPPALDOX"]	R["R_ALDD2y"]	R["R_ALDD21"]	R["R_5HOXINDACTOX"]
Probe[120590]	R["R_FBA4"]	R["R_FBA2"]	R["R_FBA"]
Probe[125077]	R["R_FBA5"]	R["R_FBA4"]	R["R_FBA2"]	R["R_FBA"]
Probe[195743]	R["R_FBA4"]	R["R_FBA2"]	R["R_FBA"]
Probe[162516]	R["R_PPDOy"]	R["R_ALR"]	R["R_LALDO2"]	R["R_ARABR"]	R["R_GALOR"]	R["R_ALR3"]	R["R_ALR2"]	R["R_SBTR"]
Probe[102924]	R["R_ALOX12"]
Probe[212170]	R["R_ALOX52"]	R["R_ALOX5"]
Probe[205247]	R["R_ALOX12R"]
Probe[139446]	R["R_ALOX15"]
Probe[158803]	R["R_ALOX15"]
Probe[189316]	R["R_ALKP"]
Probe[211058]	R["R_ALKP"]
Probe[199064]	R["R_ALKP"]
Probe[171689]	R["R_ALKP"]
Entrez[262]	R["R_ADMDC"]
Probe[197431]	R["R_AMPDA"]
Probe[112571]	R["R_AMPDA"]
Probe[214504]	R["R_AMPDA"]
Probe[208509]	R["R_GCCam"]	R["R_GCC2bim"]	R["R_GCC2cm"]	R["R_GCCcm"]	R["R_GCC2am"]	R["R_GCCbim"]
Probe[703675]	R["R_AMY1e"]	R["R_AMY2e"]
Entrez[277]	R["R_AMY1e"]	R["R_AMY2e"]
Entrez[278]	R["R_AMY1e"]	R["R_AMY2e"]
Probe[102387]	R["R_AMY1e"]	R["R_AMY2e"]
Probe[115780]	R["R_AMY1e"]	R["R_AMY2e"]
Probe[102558]	R["R_AMPTASECGe"]	R["R_AMPTASECG"]
Probe[196310]	R["R_ATPtm"]
Probe[167604]	R["R_ATPtm"]
Probe[111899]	R["R_ATPtm"]
Probe[147381]	R["R_PTRCOX1"]	R["R_MHISOR"]	R["R_TRYPTAOX"]	R["R_HISTASE"]	R["R_PEAMNO"]	R["R_42A12BOOX"]	R["R_MAOX"]	R["R_13DAMPPOX"]	R["R_NMPTRCOX"]
Probe[106573]	R["R_PYDXDH"]	R["R_5HOXINDACTO2OX"]
Probe[210619]	R["R_AP4AH1"]
Probe[143287]	R["R_H2Otm"]
Probe[138254]	R["R_ADPT"]
Probe[120923]	R["R_L_DASH_LACtcm"]	R["R_UREAtm"]
Probe[196157]	R["R_ARGN"]
Probe[193596]	R["R_ARGNm"]
Probe[170701]	R["R_ARSA"]
Probe[233452]	R["R_S4TASE5ly"]	R["R_S4TASE3ly"]	R["R_S4TASE2ly"]	R["R_S4TASE4ly"]	R["R_S4TASE1ly"]
Probe[111927]	R["R_STS1r"]	R["R_STS2r"]	R["R_STS3"]	R["R_STS4r"]	R["R_STS4"]	R["R_STS2"]	R["R_STS1"]	R["R_STS3r"]
Probe[102596]	R["R_ASAH1"]
Probe[189722]	R["R_ARGSL"]
Probe[145940]	R["R_ACSOMT"]	R["R_ACSRTNMT"]
Probe[166802]	R["R_ASNS1"]
Probe[120164]	R["R_NACASPAH"]
Probe[167635]	R["R_ARGSS"]
Probe[144256]	R["R_AICART"]	R["R_IMPC"]
Probe[176827]	R["R_NaKt"]
Probe[193795]	R["R_NaKt"]
Probe[200640]	R["R_NaKt"]
Probe[129598]	R["R_NaKt"]
Probe[199586]	R["R_NaKt"]
Probe[212551]	R["R_NaKt"]
Probe[218154]	R["R_NaKt"]
Probe[102967]	R["R_CAATPS"]
Probe[191524]	R["R_CAATPS"]
Probe[135865]	R["R_CAATPS"]
Probe[126626]	R["R_CAATPS"]
Probe[194165]	R["R_HKt"]
Probe[203927]	R["R_HKt"]
Probe[194243]	R["R_ATPS4m"]
Probe[676547]	R["R_NABTNO"]	R["R_GCALDD"]	R["R_PYLALDOX"]	R["R_LCADi"]	R["R_ALDD20x"]	R["R_IMACTD"]	R["R_ALDD2x"]	R["R_LCADi_D"]	R["R_BAMPPALDOX"]	R["R_5HOXINDACTOX"]
Probe[155269]	R["R_ATPS4m"]
Probe[167654]	R["R_ATPS4m"]
Probe[109628]	R["R_ATPS4m"]
Probe[236493]	R["R_ATPS4m"]
Probe[141258]	R["R_ATPS4m"]
Probe[175040]	R["R_ATPS4m"]
Probe[198434]	R["R_ATPS4m"]
Probe[154517]	R["R_ATPS4m"]
Probe[165415]	R["R_ATPS4m"]
Probe[175211]	R["R_ATPS4m"]
Probe[161323]	R["R_ATPasel"]
Probe[195986]	R["R_ATPasel"]
Probe[151844]	R["R_ATPasel"]
Probe[172303]	R["R_ATPasel"]
Probe[118423]	R["R_ATPasel"]
Probe[145090]	R["R_ATPasel"]
Probe[157638]	R["R_ATPasel"]
Probe[104921]	R["R_ATPasel"]
Probe[214131]	R["R_ATPasel"]
Probe[107393]	R["R_ECOAH1m"]	R["R_T2M26DCOAHLm"]	R["R_MGCHrm"]	R["R_PRPNCOAHYDm"]	R["R_C2M26DCOAHLm"]
Probe[162898]	R["R_BAAT4x"]	R["R_BAAT2x"]	R["R_BAAT3x"]	R["R_BAAT1x"]	R["R_BAAT5x"]
Probe[202882]	R["R_VALTA"]	R["R_LEUTA"]	R["R_ILETA"]
Probe[162178]	R["R_VALTAm"]	R["R_LEUTAm"]	R["R_ILETAm"]
Probe[151082]	R["R_OIVD3m"]	R["R_OIVD2m"]	R["R_OIVD1m"]
Probe[168106]	R["R_OIVD3m"]	R["R_OIVD2m"]	R["R_OIVD1m"]
Probe[122515]	R["R_BDHm"]
Probe[140661]	R["R_BHMT"]
Probe[100840]	R["R_BILIRED"]
Probe[162176]	R["R_BILIRED"]
Probe[178503]	R["R_DPGase"]	R["R_PGM"]	R["R_DPGM"]
Probe[183940]	R["R_BTNDm"]	R["R_BTND1"]	R["R_BTNDe"]	R["R_BTND1n"]
Probe[167669]	R["R_H2CO3D"]
Probe[164835]	R["R_H2CO3D"]
Probe[107658]	R["R_H2CO3D"]
Probe[196942]	R["R_H2CO3D"]
Probe[182474]	R["R_H2CO3Dm"]
Probe[214199]	R["R_H2CO3D"]
Probe[151005]	R["R_H2CO3D"]
Probe[133494]	R["R_H2CO3D"]
Probe[106012]	R["R_STRDNCCRNt"]	R["R_DLNLCGCRNt"]	R["R_ACRNtm"]	R["R_ADRNCRNt"]	R["R_LNLNCACRNt"]	R["R_CLPNDCRNt"]	R["R_C180CRNt"]	R["R_ELAIDCRNt"]	R["R_ARACHCRNt"]	R["R_NRVNCCRNt"]	R["R_VACCCRNt"]	R["R_PTDCACRNt"]	R["R_C161CRNt"]	R["R_LNLCCRNt"]	R["R_RTOTAL3CRNt"]	R["R_C160CRNt"]	R["R_CRNtim"]	R["R_TETPENT3CRNt"]	R["R_LNELDCCRNt"]	R["R_C161CRN2t"]	R["R_EICOSTETCRNt"]	R["R_TTDCRNt"]	R["R_LNLNCGCRNt"]	R["R_TETTET6CRNt"]	R["R_LGNCCRNt"]	R["R_HEXCCRNt"]	R["R_RTOTALCRNt"]	R["R_DCSPTN1CRNt"]	R["R_HPDCACRNt"]	R["R_C181CRNt"]	R["R_TMNDNCCRNt"]	R["R_RTOTAL2CRNt"]	R["R_TETPENT6CRNt"]
Probe[113678]	R["R_DHORTS"]	R["R_CBPS"]	R["R_ASPCTr"]
Probe[211100]	R["R_CAT2p"]	R["R_CATm"]	R["R_CATp"]
Probe[214556]	R["R_CBR2"]	R["R_CBR1"]
Probe[179795]	R["R_SELCYSTS"]	R["R_CYSTS"]
Probe[141122]	R["R_KYNAKGAT"]	R["R_3HKYNAKGAT"]
Probe[162896]	R["R_NADPNe"]	R["R_NADNe"]	R["R_ADPRIBt"]
Probe[150010]	R["R_ATPH1e"]	R["R_ATPH2e"]
Probe[204002]	R["R_ATPH1e"]	R["R_ATPH2e"]
Probe[164029]	R["R_ATPH1e"]	R["R_ATPH2e"]
Probe[202586]	R["R_ATPH1e"]	R["R_ATPH2e"]
Probe[196792]	R["R_ATPH1e"]	R["R_ATPH2e"]
Probe[167079]	R["R_CYTD"]	R["R_DCYTD"]
Probe[191377]	R["R_CYSO"]
Probe[123914]	R["R_CDS"]
Probe[163714]	R["R_CHAT"]	R["R_CHATn"]
Probe[111916]	R["R_HSD3A2r"]	R["R_AKR1C41"]	R["R_HSD3A1r"]	R["R_AKR1C42"]
Probe[190926]	R["R_CHTNASE"]
Probe[171756]	R["R_CHOLK"]	R["R_ETHAK"]
Probe[123495]	R["R_CHOLK"]
Probe[119646]	R["R_CKc"]
Probe[183449]	R["R_CKc"]
Entrez[1159]	R["R_CK"]
Probe[235257]	R["R_CK"]
Probe[118354]	R["R_LPASE"]
Probe[175289]	R["R_34DHPHAMT"]	R["R_SALMCOM"]	R["R_DOPAMT"]
Probe[159938]	R["R_CYOOm3"]
Probe[128153]	R["R_CYOOm3"]
Probe[162494]	R["R_CYOOm3"]
Probe[161892]	R["R_CYOOm3"]
Probe[212267]	R["R_CYOOm3"]
Probe[130164]	R["R_CYOOm3"]
Probe[173234]	R["R_CYOOm3"]
Probe[135372]	R["R_CYOOm3"]
Probe[123636]	R["R_CYOOm3"]
Probe[134055]	R["R_CYOOm3"]
Probe[196081]	R["R_CYOOm3"]
Probe[189160]	R["R_CPPPGO"]
Probe[211852]	R["R_CBPSam"]
Probe[148258]	R["R_TETPENT6CPT1"]	R["R_LNELDCCPT1"]	R["R_TMNDNCCPT1"]	R["R_NRVNCCPT1"]	R["R_ADRNCPT1"]	R["R_ARACHCPT1"]	R["R_TETTET6CPT1"]	R["R_VACCCPT1"]	R["R_C226CPT1"]	R["R_EICOSTETCPT1"]	R["R_LNLNCGCPT1"]	R["R_C161CPT1"]	R["R_HEXCCPT1"]	R["R_C181CPT1"]	R["R_DLNLCGCPT1"]	R["R_LNLCCPT1"]	R["R_C180CPT1"]	R["R_C160CPT1"]	R["R_RTOTAL2CRNCPT1"]	R["R_LGNCCPT1"]	R["R_DCSPTN1CPT1"]	R["R_CLPNDCPT1"]	R["R_C204CPT1"]	R["R_TETPENT3CPT1"]	R["R_RTOTALCRNCPT1"]	R["R_PTDCACRNCPT1"]	R["R_RTOTAL3CRNCPT1"]	R["R_C161CPT12"]	R["R_STRDNCCPT1"]	R["R_TTDCPT1"]	R["R_HPDCACRNCPT1"]	R["R_ELAIDCPT1"]	R["R_LNLNCACPT1"]
Probe[195659]	R["R_TETPENT6CPT1"]	R["R_LNELDCCPT1"]	R["R_TMNDNCCPT1"]	R["R_NRVNCCPT1"]	R["R_ADRNCPT1"]	R["R_ARACHCPT1"]	R["R_TETTET6CPT1"]	R["R_VACCCPT1"]	R["R_C226CPT1"]	R["R_EICOSTETCPT1"]	R["R_LNLNCGCPT1"]	R["R_C161CPT1"]	R["R_HEXCCPT1"]	R["R_C181CPT1"]	R["R_DLNLCGCPT1"]	R["R_LNLCCPT1"]	R["R_C180CPT1"]	R["R_C160CPT1"]	R["R_RTOTAL2CRNCPT1"]	R["R_LGNCCPT1"]	R["R_DCSPTN1CPT1"]	R["R_CLPNDCPT1"]	R["R_C204CPT1"]	R["R_TETPENT3CPT1"]	R["R_RTOTALCRNCPT1"]	R["R_PTDCACRNCPT1"]	R["R_RTOTAL3CRNCPT1"]	R["R_C161CPT12"]	R["R_STRDNCCPT1"]	R["R_TTDCPT1"]	R["R_HPDCACRNCPT1"]	R["R_ELAIDCPT1"]	R["R_LNLNCACPT1"]
Probe[100537]	R["R_TTDCPT2"]	R["R_LNLCCPT2"]	R["R_HEXCCPT2"]	R["R_HPDCACRNCPT2"]	R["R_ADRNCPT2"]	R["R_VACCCPT2"]	R["R_LGNCCPT2"]	R["R_LNLNCGCPT2"]	R["R_C180CPT2"]	R["R_C160CPT2"]	R["R_C161CPT22"]	R["R_CLPNDCPT2"]	R["R_ARACHCPT2"]	R["R_EICOSTETCPT2"]	R["R_TETPENT3CPT2"]	R["R_PTDCACRNCPT2"]	R["R_STRDNCCPT2"]	R["R_TETPENT6CPT2"]	R["R_TETTET6CPT2"]	R["R_ELAIDCPT2"]	R["R_DLNLCGCPT2"]	R["R_RTOTALCRNCPT2"]	R["R_LNELDCCPT2"]	R["R_C161CPT2"]	R["R_DCSPTN1CPT2"]	R["R_NRVNCCPT2"]	R["R_LNLNCACPT2"]	R["R_RTOTAL3CRNCPT2"]	R["R_RTOTAL2CRNCPT2"]	R["R_C181CPT2"]	R["R_C204CPT2"]	R["R_C226CPT2"]	R["R_TMNDNCCPT2"]
